"Id","SleepDay","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed","period"
6962181067,"2016-05-06 00:00:00",1,443.0,462.0,"april-may"
6962181067,"2016-05-07 00:00:00",1,298.0,334.0,"april-may"
6962181067,"2016-05-08 00:00:00",1,541.0,569.0,"april-may"
6962181067,"2016-05-09 00:00:00",1,489.0,497.0,"april-may"
6962181067,"2016-05-10 00:00:00",1,469.0,481.0,"april-may"
6962181067,"2016-05-11 00:00:00",1,452.0,480.0,"april-may"
6962181067,"2016-05-12 00:00:00",1,516.0,535.0,"april-may"
7007744171,"2016-04-16 00:00:00",1,79.0,82.0,"april-may"
7007744171,"2016-05-01 00:00:00",1,58.0,61.0,"april-may"
7086361926,"2016-04-12 00:00:00",1,514.0,525.0,"april-may"
7086361926,"2016-04-13 00:00:00",1,451.0,465.0,"april-may"
7086361926,"2016-04-14 00:00:00",1,472.0,476.0,"april-may"
7086361926,"2016-04-15 00:00:00",1,377.0,386.0,"april-may"
7086361926,"2016-04-19 00:00:00",1,472.0,483.0,"april-may"
7086361926,"2016-04-20 00:00:00",1,492.0,502.0,"april-may"
7086361926,"2016-04-21 00:00:00",1,390.0,411.0,"april-may"
7086361926,"2016-04-22 00:00:00",1,428.0,448.0,"april-may"
7086361926,"2016-04-24 00:00:00",1,681.0,704.0,"april-may"
7086361926,"2016-04-25 00:00:00",1,446.0,447.0,"april-may"
7086361926,"2016-04-26 00:00:00",1,485.0,500.0,"april-may"
7086361926,"2016-04-27 00:00:00",1,469.0,479.0,"april-may"
7086361926,"2016-04-28 00:00:00",1,354.0,367.0,"april-may"
7086361926,"2016-04-30 00:00:00",1,485.0,489.0,"april-may"
7086361926,"2016-05-01 00:00:00",1,388.0,407.0,"april-may"
7086361926,"2016-05-02 00:00:00",1,440.0,459.0,"april-may"
7086361926,"2016-05-03 00:00:00",1,456.0,461.0,"april-may"
7086361926,"2016-05-04 00:00:00",1,420.0,436.0,"april-may"
7086361926,"2016-05-06 00:00:00",1,322.0,333.0,"april-may"
7086361926,"2016-05-07 00:00:00",1,530.0,548.0,"april-may"
7086361926,"2016-05-08 00:00:00",1,481.0,510.0,"april-may"
7086361926,"2016-05-09 00:00:00",1,427.0,438.0,"april-may"
7086361926,"2016-05-11 00:00:00",1,451.0,463.0,"april-may"
7086361926,"2016-05-12 00:00:00",1,444.0,457.0,"april-may"
8053475328,"2016-04-20 00:00:00",1,486.0,493.0,"april-may"
8053475328,"2016-04-23 00:00:00",1,331.0,337.0,"april-may"
8053475328,"2016-05-07 00:00:00",1,74.0,75.0,"april-may"
8378563200,"2016-04-12 00:00:00",1,338.0,356.0,"april-may"
8378563200,"2016-04-13 00:00:00",2,447.0,487.0,"april-may"
8378563200,"2016-04-14 00:00:00",1,424.0,455.0,"april-may"
8378563200,"2016-04-15 00:00:00",1,513.0,533.0,"april-may"
8378563200,"2016-04-16 00:00:00",2,611.0,689.0,"april-may"
8378563200,"2016-04-17 00:00:00",2,525.0,591.0,"april-may"
8378563200,"2016-04-18 00:00:00",1,398.0,451.0,"april-may"
8378563200,"2016-04-19 00:00:00",1,387.0,421.0,"april-may"
8378563200,"2016-04-20 00:00:00",1,381.0,409.0,"april-may"
8378563200,"2016-04-21 00:00:00",1,396.0,417.0,"april-may"
8378563200,"2016-04-22 00:00:00",1,441.0,469.0,"april-may"
8378563200,"2016-04-23 00:00:00",1,565.0,591.0,"april-may"
8378563200,"2016-04-24 00:00:00",1,458.0,492.0,"april-may"
8378563200,"2016-04-25 00:00:00",1,388.0,402.0,"april-may"
8378563200,"2016-04-26 00:00:00",1,550.0,584.0,"april-may"
8378563200,"2016-04-27 00:00:00",1,531.0,600.0,"april-may"
8378563200,"2016-04-28 00:00:00",1,506.0,556.0,"april-may"
8378563200,"2016-04-29 00:00:00",1,527.0,562.0,"april-may"
8378563200,"2016-04-30 00:00:00",1,468.0,555.0,"april-may"
8378563200,"2016-05-01 00:00:00",1,475.0,539.0,"april-may"
8378563200,"2016-05-02 00:00:00",1,351.0,385.0,"april-may"
8378563200,"2016-05-03 00:00:00",1,405.0,429.0,"april-may"
8378563200,"2016-05-04 00:00:00",1,441.0,477.0,"april-may"
8378563200,"2016-05-05 00:00:00",1,381.0,417.0,"april-may"
8378563200,"2016-05-06 00:00:00",1,323.0,355.0,"april-may"
8378563200,"2016-05-07 00:00:00",2,459.0,513.0,"april-may"
8378563200,"2016-05-08 00:00:00",1,545.0,606.0,"april-may"
8378563200,"2016-05-09 00:00:00",1,359.0,399.0,"april-may"
8378563200,"2016-05-10 00:00:00",1,342.0,391.0,"april-may"
8378563200,"2016-05-11 00:00:00",1,368.0,387.0,"april-may"
8378563200,"2016-05-12 00:00:00",1,496.0,546.0,"april-may"
8792009665,"2016-04-12 00:00:00",1,458.0,493.0,"april-may"
8792009665,"2016-04-13 00:00:00",1,531.0,552.0,"april-may"
8792009665,"2016-04-14 00:00:00",1,486.0,503.0,"april-may"
8792009665,"2016-04-15 00:00:00",1,363.0,377.0,"april-may"
8792009665,"2016-04-20 00:00:00",1,528.0,547.0,"april-may"
8792009665,"2016-04-22 00:00:00",1,391.0,407.0,"april-may"
8792009665,"2016-04-23 00:00:00",1,339.0,360.0,"april-may"
8792009665,"2016-04-27 00:00:00",1,423.0,428.0,"april-may"
8792009665,"2016-04-28 00:00:00",1,402.0,416.0,"april-may"
8792009665,"2016-04-29 00:00:00",1,398.0,406.0,"april-may"
8792009665,"2016-04-30 00:00:00",1,343.0,360.0,"april-may"
8792009665,"2016-05-01 00:00:00",1,503.0,527.0,"april-may"
8792009665,"2016-05-02 00:00:00",1,415.0,423.0,"april-may"
8792009665,"2016-05-03 00:00:00",1,516.0,545.0,"april-may"
8792009665,"2016-05-04 00:00:00",1,439.0,463.0,"april-may"
